FID,Loc_name,Status,Score,Match_type,Match_addr,Addr_type,AddNum,AddNumFrom,AddNumTo,Side,StPreDir,StPreType,StName,StType,StDir,StAddr,City,Region,Postal,Country,X,Y,DisplayX,DisplayY,ARC_Single,EntityID,AGENCY,NAME,YOUTH_FACI,THRIRTYFIV,FRTHGRD_RE,AVAIL_STAF,BEST_TIMES,WEBSITE,PHONE_1,ORIG_ADDRE,AddressLin,Latitude,Longitude,AdminDistr,PostalCode,ADV_RES_RE,EKIP_VOUCH,
317,USA.StreetAddress,M,92.43,A,"4020 Clarksville Rd, Waynesville, Ohio, 45068",StreetAddress,4020,4000,4248,R, , ,Clarksville,Rd, ,4020 Clarksville Rd,Waynesville,Ohio,45068,USA,-84.059628,39.483199,-84.059628,39.483199,"4020 N. Clarksville Road, Waynesville, Ohio 45068-9408",319, Army Corps,Caesars Creek Lake,Outdoor classroom and Visitor Center, ,Outdoor Education and Water Safety,Y,Summer,http://www.lrl.usace.army.mil/Missions/CivilWorks/Recreation/Lakes/CaesarCreekLake.aspx,"Chris Rapenchuk, Park Manager/513-897-1050/christopher.t.rapenchuk@usace.army.mil","4020 N. Clarksville Road, Waynesville","4020 N. Clarksville Road, Waynesville, Ohio 45068-9408",39.483199,-84.059628,Ohio,0, ,,
318,USA.Postal,M,100,A,"74462, Stigler, Oklahoma",Postal, , , , , , , , , , ,Stigler,Oklahoma,74462,USA,-95.107059,35.260812,-95.107059,35.260812,"102 E BK 200 Rd,_Stigler, Oklahoma 74462",320, Army Corps,Eufaula Lake,Outdoor Classroom, ,Outdoor Education and Water Safety,Y,Aug-Sep,http://www.swt.usace.army.mil/Locations/TulsaDistrictLakes/Oklahoma/EufaulaLake.aspx,Amanda Palmer/9186694903/amanda.palmer@usace.army.mil,"102 E BK 200 Rd,_Stigler","102 E BK 200 Rd,_Stigler, Oklahoma 74462",35.260812,-95.107059,Oklahoma,74462, ,,
319,USA.PointAddress,M,97.15,A,"351 Corps Rd, Denison, Texas, 75020",PointAddress,351, , ,L, , ,Corps,Rd, ,351 Corps Rd,Denison,Texas,75020,USA,-96.562889,33.816757,-96.562591,33.81709,"351 Corps Rd, Denison, Oklahoma 75020",321, Army Corps,Texoma Lake,Outdoor Classroom, ,"Outdoor, Water safety education and hunter safety",Y,Year Around,http://www.swt.usace.army.mil/Locations/TulsaDistrictLakes/Oklahoma/LakeTexoma.aspx,Amanda Palmer/9186694903/amanda.palmer@usace.army.mil,"351 Corps Rd, Denison","351 Corps Rd, Denison, Oklahoma 75020",33.816757,-96.562889,Oklahoma,75020, ,,
320,USA.StreetName,M,97.59,A,"WA 14, North Bonneville, Washington, 98639",StreetName, , , , , ,WA,14, , ,WA 14,North Bonneville,Washington,98639,USA,-121.967369,45.641984,-121.967369,45.641984,"WA-14, North, Bonneville, Oregon 98639",322, Army Corps,Bonneville Lock and Dam,"Visitor Center., Outdoor Classroom", ,"hydropower, clean energy, salmon migration, endangered species",Y,year-round,http://www.nwp.usace.army.mil/Locations/ColumbiaRiver/Bonneville.aspx,541-374-8820,"WA-14, North, Bonneville","WA-14, North, Bonneville, Oregon 98639",45.641984,-121.967369,Oregon,98639, ,,
321,USA.StreetAddress,M,100,A,"2442 Kelly Rd, Hermitage, Pennsylvania, 16148",StreetAddress,2442,2538,2300,L, , ,Kelly,Rd, ,2442 Kelly Rd,Hermitage,Pennsylvania,16148,USA,-80.466379,41.266477,-80.466379,41.266477,"2442 Kelly Road, Hermitage, Pennsylvania 16148-7308",323, Army Corps,Shenango Lake,Visitor Center and Outdoor Classroom, ,Outdoor Education and Water Safety,Y,Summer,http://www.lrp.usace.army.mil/Missions/Recreation/Lakes/ShenangoRiverLake.aspx,"John Kolodziejski, Resource Manager/724-962-7746/John.j.kolodziejski@usace.army.mil","2442 Kelly Road, Hermitage","2442 Kelly Road, Hermitage, Pennsylvania 16148-7308",41.266477,-80.466379,Pennsylvania,0, ,,
322,USA.StreetAddress,M,100,A,"6145 Seven Points Rd, Hesston, Pennsylvania, 16647",StreetAddress,6145,6147,6123,R, , ,Seven Points,Rd, ,6145 Seven Points Rd,Hesston,Pennsylvania,16647,USA,-78.096207,40.395771,-78.096207,40.395771,"6145 Seven Points Road, Hesston, Pennsylvania 16647",324, Army Corps,Raystown Lake,Outdoor classroom/Visitor Center, ,Water Safety and Outdoor Ed,Y,Year Around,http://www.nab.usace.army.mil/Missions/DamsRecreation/Raystown.aspx,814-658-3405,"6145 Seven Points Road, Hesston","6145 Seven Points Road, Hesston, Pennsylvania 16647",40.395771,-78.096207,Pennsylvania,16647, ,,
323,USA.StreetAddress,M,94.19,A,"4144 Russell Dam Dr, Elberton, Georgia, 30635",StreetAddress,4144,4144,4088,L, , ,Russell Dam,Dr, ,4144 Russell Dam Dr,Elberton,Georgia,30635,USA,-82.606832,34.025015,-82.606832,34.025015,"4144 Russell Dam Drive, Elberton, South Carolina 30635-9271",325, Army Corps,Richard B. Russell Lake,Outdoor classroom/Visitor Center, ,Water Safety and Outdoor Ed,Y,Year round,http://www.sas.usace.army.mil/About/DivisionsandOffices/OperationsDivision/RichardBRussellDamandLake.aspx,706-213-3400,"4144 Russell Dam Drive, Elberton","4144 Russell Dam Drive, Elberton, South Carolina 30635-9271",34.025015,-82.606832,South Carolina,0, ,,
324,USA.StreetAddress,M,100,A,"28563 Powerhouse Rd, Pierre, South Dakota, 57501",StreetAddress,28563,28501,28599,R, , ,Powerhouse,Rd, ,28563 Powerhouse Rd,Pierre,South Dakota,57501,USA,-100.423753,44.525947,-100.423753,44.525947,"28563 Powerhouse Road, Pierre, South Dakota 57501",326, Army Corps,Oahe Dam,Outdoor classroom, ,"Energy extraction, flood control, habitat mgt",Y,"June, July Aug",http://www.nwo.usace.army.mil/Missions/DamandLakeProjects/MissouriRiverDams/Oahe.aspx, ,"28563 Powerhouse Road, Pierre","28563 Powerhouse Road, Pierre, South Dakota 57501",44.525947,-100.423753,South Dakota,57501, ,,
325,USA.StreetName,M,100,A,"Lancaster Rd, Lancaster, Tennessee, 38569",StreetName, , , , , , ,Lancaster,Rd, ,Lancaster Rd,Lancaster,Tennessee,38569,USA,-85.844391,36.123226,-85.844391,36.123226,"270 Lancaster Road, Lancaster, Tennessee 38569",327, Army Corps,Center Hill Lake,Visitor Center and Outdoor Classroom, ,Outdoor Education and Water Safety,Y,Summer,http://www.lrn.usace.army.mil/Locations/Lakes/CenterHillLake.aspx,(931) 858-3125,"270 Lancaster Road, Lancaster","270 Lancaster Road, Lancaster, Tennessee 38569",36.123226,-85.844391,Tennessee,38569, ,,
326, ,U,0,A, , , , , , , , , , , , , ,Texas, , ,0,0,0,0, ,328, Army Corps,Canyon Lake,Outdoor Classroom, ,Sept 11 Freedom Walk/Natl Public Land Day/Outdoor Water Safety,Y,Year Around,http://www.swf-wc.usace.army.mil/canyon/,Mike McInnis/8178861577/mike.s.mcinnis@usace.army.mil, , ,0,0,Texas,78133, , ,
327,USA.StreetAddress,M,100,A,"1801 N Mill St, Lewisville, Texas, 75057",StreetAddress,1801,1801,1903,L,N, ,Mill,St, ,1801 N Mill St,Lewisville,Texas,75057,USA,-97.009273,33.071785,-97.009273,33.071785,"1801 N. Mill St, Lewisville, Texas 75057",329, Army Corps,Lewisville Lake,Outdoor Classroom, ,Outdoor Education and Water Safety,Y,Year Around,http://www.swf-wc.usace.army.mil/lewisville/,Mike McInnis/8178861577/mike.s.mcinnis@usace.army.mil,"1801 N. Mill St, Lewisville","1801 N. Mill St, Lewisville, Texas 75057",33.071785,-97.009273,Texas,75057, ,,
328,USA.StreetAddress,M,100,A,"3801 Zoo Park Dr, Waco, Texas, 76708",StreetAddress,3801,4755,1,R, , ,Zoo Park,Dr, ,3801 Zoo Park Dr,Waco,Texas,76708,USA,-97.215667,31.605794,-97.215667,31.605794,"3801 Zoo Park Dr, Waco, Texas 76708",330, Army Corps,Waco Lake,Outdoor Classroom, ,Outdoor Education and Water Safety,Y,Year Around,http://www.swf-wc.usace.army.mil/waco/,Mike McInnis/8178861577/mike.s.mcinnis@usace.army.mil,"3801 Zoo Park Dr, Waco","3801 Zoo Park Dr, Waco, Texas 76708",31.605794,-97.215667,Texas,76708, ,,
329,USA.PointAddress,M,100,A,"88 Ball Mountain Ln, Jamaica, Vermont, 05343",PointAddress,88, , ,R, , ,Ball Mountain,Ln, ,88 Ball Mountain Ln,Jamaica,Vermont,5343,USA,-72.798538,43.112241,-72.798301,43.11232,"88 Ball Mountain Lane, Jamaica, Vermont 5343",331, Army Corps,Ball Mountan Dam,Outdoor classroom/Visitor Center, ,Water Safety and Outdoor Ed,Y,Year Around,http://www.nae.usace.army.mil/Missions/Recreation/BallMountainLake.aspx,(802) 874-4881,"88 Ball Mountain Lane, Jamaica","88 Ball Mountain Lane, Jamaica, Vermont 5343",43.112241,-72.798538,Vermont,5343, ,,
330,USA.StreetAddress,M,100,A,"1930 Mays Chapel Rd, Boydton, Virginia, 23917",StreetAddress,1930,1900,2434,R, , ,Mays Chapel,Rd, ,1930 Mays Chapel Rd,Boydton,Virginia,23917,USA,-78.310621,36.595115,-78.310621,36.595115,"1930 Mays Chapel Road, Boydton, Virginia 23917",332, Army Corps,John H. Kerr Dam & Reservoir,"Visitor Center, Environmental Education Center,  Outdoor classroom, Trails, Butterfly Garden", ,Hands-On Environmental Education and Water Safety Programs,"Y, Interpreter, Natural Resource Specialists, Partners, Volunteers",Year Round,http://www.saw.usace.army.mil/Locations/DistrictLakesandDams/JohnHKerr.aspx,Renae Cox/434-738-6143 x6154/renae.c.cox@usace.army.mil,"1930 Mays Chapel Road, Boydton","1930 Mays Chapel Road, Boydton, Virginia 23917",36.595115,-78.310621,Virginia,23917, ,,
331,USA.StreetAddress,M,100,A,"1058 Philpott Dam Rd, Bassett, Virginia, 24055",StreetAddress,1058,1006,1398,R, , ,Philpott Dam,Rd, ,1058 Philpott Dam Rd,Bassett,Virginia,24055,USA,-80.028168,36.777011,-80.028168,36.777011,"1058 Philpott Dam Road, Bassett, Virginia 24055",333, Army Corps,Philpott Lake,"Visitor Center, Outdoor Classroom, Trails", ,Hands-On Environmental Education and Water Safety Programs,"Y, Interpreter, Natural Resource Specialists, Partners, Volunteers",Year Round,http://www.saw.usace.army.mil/Locations/DistrictLakesandDams/Philpott.aspx,Dan LaPrad/276-629-2703/dannie.l.laprad@usace.army.mil,"1058 Philpott Dam Road, Bassett","1058 Philpott Dam Road, Bassett, Virginia 24055",36.777011,-80.028168,Virginia,24055, ,,
332,USA.StreetAddress,M,100,A,"3015 NW 54th St, Seattle, Washington, 98107",StreetAddress,3015,3051,3007,R,NW, ,54th,St, ,3015 NW 54th St,Seattle,Washington,98107,USA,-122.396385,47.6677,-122.396385,47.6677,"3015 NW 54th St, Seattle, Washington 98107",334, Army Corps,Lake Washington Ship Canal,"Visitor Center., Outdoor Classroom", ,"Fish passage, navigation lockages, horticulture",Y,Year Around,http://www.nws.usace.army.mil/Missions/CivilWorks/LocksandDams/ChittendenLocks.aspx,(206) 783-7059,"3015 NW 54th St, Seattle","3015 NW 54th St, Seattle, Washington 98107",47.6677,-122.396385,Washington,98107, ,,
333,USA.Postal,M,100,A,"26651, Summersville, West Virginia",Postal, , , , , , , , , , ,Summersville,West Virginia,26651,USA,-80.840168,38.295707,-80.840168,38.295707,"2981 Summersville Lake Road, Summersville, West Virginia 26651",335, Army Corps,Summersville Lake,Outdoor classroom and Visitor Center, ,Outdoor Education and Water Safety,Y,Summer,http://www.lrh.usace.army.mil/Missions/CivilWorks/Recreation/WestVirginia/SummersvilleLake.aspx,Resource Manager/304-872-3412,"2981 Summersville Lake Road, Summersville","2981 Summersville Lake Road, Summersville, West Virginia 26651",38.295707,-80.840168,West Virginia,26651, ,,
334,USA.PointAddress,M,100,A,"W501 Eau Galle Dam Rd, Spring Valley, Wisconsin, 54767",PointAddress,W501, , ,L, , ,Eau Galle Dam,Rd, ,W501 Eau Galle Dam Rd,Spring Valley,Wisconsin,54767,USA,-92.250008,44.852955,-92.250241,44.85275,"W501 Eau Galle Dam Rd, Spring Valley, Wisconsin 54767",336, Army Corps,Eau Galle River Lake,Outdoor classroom, ,Outdoor Education,Y,April,http://www.mvp.usace.army.mil/Missions/Recreation/EauGalleRecreationArea.aspx,Bradley LaBadie/651-290-5716/bradley.r.labadie2@usace.army.mil,"W501 Eau Galle Dam Rd, Spring Valley","W501 Eau Galle Dam Rd, Spring Valley, Wisconsin 54767",44.852955,-92.250008,Wisconsin,54767, ,,
335,USA.StreetAddress,M,100,A,"1901 Spinnaker Dr, Ventura, California, 93001",StreetAddress,1901,1859,1919,R, , ,Spinnaker,Dr, ,1901 Spinnaker Dr,Ventura,California,93001,USA,-119.266516,34.246498,-119.266516,34.246498,1901 Spinnaker Drive,400,National Park Service,Channel Islands National Park,"Restrooms, Visitor Center, Amphitheater, Day use areas, Channel Islands LIVE, distance learning program",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, English Language Arts program",Staff interpreters,"Winter (November - February), Fall (September - October)",http:/www.nps.gov/chis/,(805) 658-5700,"1901 Spinnaker Drive, Ventura","1901 Spinnaker Drive, Ventura",34.246498,-119.266516,California,93001,No,, 
336,USA.StreetAddress,M,100,A,"3545 Williamsburg Ln NW, Washington, District of Columbia, 20008",StreetAddress,3545,3501,3599,R, , ,Williamsburg,Ln,NW,3545 Williamsburg Ln NW,Washington,District of Columbia,20008,USA,-77.052176,38.935374,-77.052176,38.935374,3545 Williamsburg Lane NW,401,National Park Service,Rock Creek National Park,"Restrooms, Visitor Center, Amphitheater, Day use areas, Planetarium",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, Planetarium",Staff interpreters,"Winter (November - February), Spring (March - May), Fall (September - October)",http:/www.nps.gov/rocr/,202 895-7060,"3545 Williamsburg Lane NW, Washington","3545 Williamsburg Lane NW, Washington",38.935374,-77.052176,DC,20008,Yes,, 
337,USA.StreetAddress,M,96.04,A,"55210 238th Ave E, Ashford, Washington, 98304",StreetAddress,55210,55210,54800,L, , ,238th,Ave,E,55210 238th Ave E,Ashford,Washington,98304,USA,-122.119692,46.754592,-122.119692,46.754592,55210 238th Avenue East,402,National Park Service,Mount Rainier National Park,"Restrooms, Visitor Center, Environmental education facility, Group shelters, Day use areas",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, English Language Arts program",Staff interpreters,"Spring (March - May), Fall (September - October)",http:/www.nps.gov/mora/,360-569-2211,55210 238th Avenue East,55210 238th Avenue East,46.754592,-122.119692,Washington,98304,Yes,, 
338,USA.StreetAddress,M,100,A,"11999 CO 150, Mosca, Colorado, 81146",StreetAddress,11999,11001,11999,L, ,CO,150, , ,11999 CO 150,Mosca,Colorado,81146,USA,-105.519928,37.724171,-105.519928,37.724171,11999 Highway 150,403,National Park Service,Great Sand Dunes National Park & Preserve,"Restrooms, Visitor Center, Amphitheater, Day use areas, Night Sky Programs",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, Astonomy",Staff interpreters,"Spring (March - May), Fall (September - October)",http:/www.nps.gov/grsa/,719-378-6300,"11999 Highway 150, Mosca","11999 Highway 150, Mosca",37.724171,-105.519928,Colorado,81146,Yes,, 
339,USA.StreetAddress,M,100,A,"6701 San Jose Dr, San Antonio, Texas, 78214",StreetAddress,6701,6713,6701,L, , ,San Jose,Dr, ,6701 San Jose Dr,San Antonio,Texas,78214,USA,-98.478366,29.361313,-98.478366,29.361313,6701 San Jose Drive,404,National Park Service,San Antonio Missions National Historical Park,"Restrooms, Visitor Center, Day use areas, Spanish Colonial History Programs",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, Spanish Colonial History Programs",Staff interpreters,"Winter (November - February), Spring (March - May), Fall (September - October)",http:/www.nps.gov/saan/,210-922-0543,6701 San Jose Drive,6701 San Jose Drive,29.361313,-98.478366,Texas,78214,No,, 
340,USA.StreetAddress,M,100,A,"101 Reserve St, Hot Springs, Arkansas, 71901",StreetAddress,101,101,129,L, , ,Reserve,St, ,101 Reserve St,Hot Springs,Arkansas,71901,USA,-93.053942,34.511641,-93.053942,34.511641,101 Reserve Street,405,National Park Service,Hot Springs National Park,"Restrooms, Visitor Center, Amphitheater, Group shelters, Day use areas, cultural resource center",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, junior ranger program",Staff interpreters,"Spring (March - May), Fall (September - October)",http:/www.nps.gov/hosp/,501-620-6715,"101 Reserve Street, Hot Springs","101 Reserve Street, Hot Springs",34.511641,-93.053942,Arkansas,71901,Yes,, 
341,USA.Postal,M,100,A,"79834, Big Bend National Park, Texas",Postal, , , , , , , , , , ,Big Bend National Park,Texas,79834,USA,-103.078588,29.367794,-103.078588,29.367794,1 Panther Drive,406,National Park Service,Big Bend National Park,"Restrooms, Visitor Center, Amphitheater, Group shelters, Day use areas, picnic tables, trails, night sky programs, bilingual content",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, night sky program","Staff interpreters, Staff rangers, Volunteers","Winter (November - February), Spring (March - May)",http:/www.nps.gov/bibe,432-477-2251,"1 Panther Drive, Big Bend National Park","1 Panther Drive, Big Bend National Park",29.367794,-103.078588,Texas,79834,No,, 
342,USA.StreetAddress,M,100,A,"11999 CO 150, Mosca, Colorado, 81146",StreetAddress,11999,11001,11999,L, ,CO,150, , ,11999 CO 150,Mosca,Colorado,81146,USA,-105.519928,37.724171,-105.519928,37.724171,11999 Highway 150,407,National Park Service,Great Sand Dunes National Park,"Restrooms, Visitor Center, Amphitheater, Group shelters, Day use areas",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, bilingual content for bird conservation",Staff interpreters,"Spring (March - May), Fall (September - October)",http:/www.nps.gov/grsa/,719-378-6300,"11999 Highway 150, Mosca","11999 Highway 150, Mosca",37.724171,-105.519928,Colorado,81146,No,, 
343,USA.PointAddress,M,99.29,A,"29700 Woodford Tehachapi Rd, Keene, California, 93531",PointAddress,29700, , ,R, , ,Woodford Tehachapi,Rd, ,29700 Woodford Tehachapi Rd,Keene,California,93531,USA,-118.557958,35.221916,-118.559221,35.22367,29700 Woodford-Tehachpi Road,408,National Park Service,Cesar Chavez National Monument,"Restrooms, Contact Station",No,"Outdoor classroom, History/Social Studies/Cultural Heritage program, Latino Heritage",Staff interpreters,"Spring (March - May), Fall (September - October)",http;/www.nps/gov/cech/,661-823-6134,"29700 Woodford-Tehachpi Road, Keene","29700 Woodford-Tehachpi Road, Keene",35.221916,-118.557958,California,93531,Yes,, 
344,USA.StreetAddress,M,100,A,"4564 Leatherwood Rd, Oneida, Tennessee, 37841",StreetAddress,4564,4716,4500,L, , ,Leatherwood,Rd, ,4564 Leatherwood Rd,Oneida,Tennessee,37841,USA,-84.681681,36.476672,-84.681681,36.476672,4564 Leatherwood Road,409,National Park Service,Big South Fork National River & Recreation Area,"Restrooms, Visitor Center, Group shelters, Day use areas, story telling festival",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, story telling",Staff interpreters,"Spring (March - May), Fall (September - October)",http:/www.nps.gov/biso/,423-569-9778,"4564 Leatherwood Road, Oneida","4564 Leatherwood Road, Oneida",36.476672,-84.681681,Tennessee,37841,Yes,, 
345,USA.Postal,M,100,A,"37887, Wartburg, Tennessee",Postal, , , , , , , , , , ,Wartburg,Tennessee,37887,USA,-84.565441,36.08851,-84.565441,36.08851,Obed Wild & Scenic River,410,National Park Service,Obed Wild and Scenic River,"Restrooms, identify those rocks program - grades 3-5",No,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, identify those rocks: Geology Program for Youth",Staff interpreters,Fall (September - October),http;/www.nps.gov/obed/,423-346-6294,"Obed Wild & Scenic River, Wartburg","Obed Wild & Scenic River, Wartburg",36.08851,-84.565441,Tennessee,37887,No,, 
346,USA.StreetAddress,M,90.92,A,"25216 Ben Reifel Pl, Interior, South Dakota, 57750",StreetAddress,25216,25298,25214,R, , ,Ben Reifel,Pl, ,25216 Ben Reifel Pl,Interior,South Dakota,57750,USA,-101.942262,43.748959,-101.942262,43.748959,25216 Ben Reifel Road,411,National Park Service,Badlands National Park,"Restrooms, Visitor Center, Group shelters, Day use areas, youth paleontology programs",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, paleontology programs for youth",Staff interpreters,"Spring (March - May), Fall (September - October)",http;/www.nps.gov/badl/,605-433-5361,"25216 Ben Reifel Road, Interior","25216 Ben Reifel Road, Interior",43.748959,-101.942262,South Dakota,57750,No,, 
347,USA.StreetAddress,M,92.43,A,"1550 Anacostia Ave NE, Washington, District of Columbia, 20019",StreetAddress,1550,1550,1556,L, , ,Anacostia,Ave,NE,1550 Anacostia Ave NE,Washington,District of Columbia,20019,USA,-76.938725,38.912951,-76.938725,38.912951,1550 Anacostia Avenue,412,National Park Service,Kenilworth Park & Aquatic Gardens,"Restrooms, Visitor Center, Day use areas",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program",Staff interpreters,"Spring (March - May), Fall (September - October)",http;/www.nps.gov/keaq/,202-692-6080,"1550 Anacostia Avenue, Washington","1550 Anacostia Avenue, Washington",38.912951,-76.938725,DC,20019,Yes,, 
